COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
one,49885,61,62,876891,197,5,10,very_sat,very_little,no,STAY
zero,93371,31,0,783690,342,5,10,avg,little,considering,STAY
one,39898,246,17,221387,149,1,4,very_unsat,little,no,LEAVE
zero,39355,0,0,292080,198,0,10,sat,very_high,perhaps,STAY
zero,36242,0,0,529486,172,1,15,very_sat,very_high,no,STAY
zero,119156,55,0,706023,706,4,10,very_sat,little,considering,LEAVE
one,139541,0,9,655749,304,0,5,very_sat,very_high,no,STAY
zero,50068,0,85,906586,382,0,2,very_unsat,very_high,considering,STAY
zero,55927,0,5,232408,273,0,1,very_unsat,very_high,never_thought,STAY
one,57679,47,89,377576,287,3,8,very_unsat,little,actively_looking_into_it,STAY
one,124692,0,5,404959,402,0,5,very_unsat,very_high,actively_looking_into_it,STAY
one,82591,72,71,635498,261,5,2,very_unsat,little,considering,STAY
one,87000,198,0,897284,384,22,9,sat,very_high,actively_looking_into_it,STAY
zero,99494,0,0,628887,323,1,9,very_unsat,little,no,STAY
zero,154149,65,69,874210,435,22,1,unsat,very_high,never_thought,LEAVE
zero,76323,203,0,271880,262,17,9,very_unsat,little,actively_looking_into_it,STAY
zero,44006,0,14,192082,215,0,4,very_unsat,little,considering,STAY
zero,73393,0,55,162520,266,1,1,very_sat,little,actively_looking_into_it,STAY
zero,103724,0,18,576729,632,3,4,sat,very_high,never_thought,STAY
zero,25996,0,6,207895,150,1,6,unsat,high,never_thought,STAY
one,146115,0,9,171825,402,1,5,very_unsat,very_little,considering,STAY
zero,117570,0,0,202109,493,1,14,very_unsat,very_little,considering,LEAVE
zero,56231,0,7,398255,287,1,6,very_unsat,very_high,considering,STAY
zero,24426,60,0,738562,321,3,11,unsat,very_little,never_thought,STAY
one,134855,214,24,315251,620,19,4,very_sat,little,considering,STAY
zero,118969,87,56,592651,669,4,2,very_unsat,very_high,no,STAY
one,150979,177,18,567498,531,25,5,unsat,very_high,considering,STAY
one,64202,157,0,451233,345,27,15,unsat,very_little,considering,LEAVE
one,34056,38,0,666422,242,5,14,unsat,very_high,considering,STAY
zero,35209,186,0,769668,140,18,6,very_sat,very_little,actively_looking_into_it,STAY
zero,130896,229,0,414361,502,22,8,unsat,very_high,actively_looking_into_it,LEAVE
zero,31934,69,68,676981,196,4,2,sat,high,considering,STAY
zero,76071,192,88,225653,139,3,2,very_sat,little,no,LEAVE
zero,30126,0,16,718774,241,0,6,avg,very_high,no,STAY
one,153912,0,0,201967,671,3,12,very_sat,little,perhaps,STAY
zero,145529,210,23,163893,322,24,6,very_unsat,very_high,considering,LEAVE
zero,61104,56,13,183349,857,5,4,very_unsat,very_high,no,LEAVE
one,34714,40,46,595685,156,3,2,very_unsat,very_high,considering,LEAVE
one,142283,49,28,681982,832,3,2,very_unsat,little,considering,STAY
one,54086,65,5,254526,334,5,6,sat,little,actively_looking_into_it,STAY
one,96316,251,67,950193,373,16,1,very_sat,little,considering,STAY
zero,37463,0,66,250641,182,16,5,very_sat,very_little,never_thought,STAY
zero,109713,65,0,930836,559,3,9,very_unsat,very_high,considering,STAY
one,106312,33,0,437850,877,4,2,unsat,high,considering,STAY
zero,53081,0,61,708775,304,0,2,very_unsat,very_high,no,STAY
zero,115887,119,0,260837,522,11,15,unsat,very_high,actively_looking_into_it,LEAVE
one,97691,260,0,570791,268,18,13,very_unsat,high,no,LEAVE
zero,23106,129,69,732346,185,15,1,unsat,very_high,considering,STAY
zero,89571,41,44,578765,324,0,2,very_sat,little,never_thought,STAY
zero,113500,0,13,550957,760,1,6,very_unsat,very_little,never_thought,STAY
zero,59025,0,38,988921,282,1,2,very_unsat,little,actively_looking_into_it,STAY
zero,76253,0,5,462182,347,1,4,very_sat,very_high,actively_looking_into_it,STAY
zero,104534,0,16,199996,435,1,6,very_unsat,little,no,STAY
one,71384,0,12,243759,353,1,4,very_sat,very_high,never_thought,STAY
zero,97140,0,19,176745,301,0,4,very_unsat,little,perhaps,STAY
one,23757,71,23,620531,240,4,5,very_unsat,very_high,perhaps,STAY
zero,140535,0,60,669707,578,1,1,very_unsat,very_little,actively_looking_into_it,STAY
one,118563,0,48,971164,739,1,2,very_sat,little,considering,STAY
zero,83929,36,0,854370,337,3,1,very_sat,very_little,no,STAY
zero,65682,0,23,799691,372,0,4,very_unsat,little,never_thought,LEAVE
zero,28835,65,0,252117,197,3,8,unsat,very_little,actively_looking_into_it,STAY
zero,26225,79,16,426383,154,5,1,very_unsat,high,actively_looking_into_it,STAY
zero,46298,72,36,535100,143,3,2,very_unsat,avg,actively_looking_into_it,LEAVE
zero,155657,0,19,986582,786,1,4,very_unsat,little,considering,STAY
one,28122,47,0,733401,212,1,9,avg,very_high,considering,LEAVE
one,31623,0,7,667313,178,0,5,very_unsat,little,actively_looking_into_it,STAY
one,56311,88,6,957558,341,5,6,very_sat,very_high,considering,STAY
one,119636,0,21,380874,414,1,5,very_sat,little,perhaps,STAY
one,149314,230,43,609476,533,20,2,avg,high,considering,LEAVE
one,48426,52,17,253536,151,4,5,very_unsat,very_high,no,LEAVE
zero,63061,0,0,163162,263,0,9,very_unsat,very_little,considering,STAY
zero,21505,0,16,554443,190,0,5,very_unsat,very_high,no,STAY
zero,43270,0,0,206387,184,1,14,very_unsat,little,actively_looking_into_it,STAY
one,23802,0,5,487724,242,1,10,very_unsat,high,never_thought,STAY
one,126124,198,51,348035,185,29,2,sat,very_high,actively_looking_into_it,LEAVE
one,124017,171,89,152584,576,27,2,sat,very_high,actively_looking_into_it,LEAVE
zero,39055,0,10,870755,196,1,4,avg,little,considering,STAY
one,60651,179,0,838512,313,20,10,very_unsat,very_high,considering,STAY
zero,130796,0,11,798310,445,27,4,very_unsat,high,no,STAY
zero,27421,0,0,253975,167,1,10,very_unsat,very_little,actively_looking_into_it,STAY
one,24088,49,68,550787,236,5,2,very_sat,little,considering,LEAVE
one,20223,0,0,240340,191,0,13,very_unsat,little,considering,STAY
zero,35152,0,25,321369,217,0,4,very_unsat,little,considering,LEAVE
one,52880,201,41,842193,300,13,2,avg,little,never_thought,STAY
zero,147559,55,18,890153,664,5,4,unsat,little,never_thought,STAY
one,49667,50,38,880446,234,5,2,very_sat,little,considering,STAY
zero,45165,0,0,873781,163,0,14,very_unsat,little,no,STAY
one,46636,0,0,262816,172,1,8,very_unsat,little,actively_looking_into_it,STAY
one,125785,37,0,433233,519,5,1,unsat,little,actively_looking_into_it,LEAVE
one,153547,39,9,684635,685,5,11,very_unsat,very_high,considering,LEAVE
zero,64270,237,17,552326,273,10,6,very_unsat,little,no,LEAVE
zero,100858,48,9,816585,633,5,5,very_sat,little,actively_looking_into_it,STAY
one,35290,68,23,984115,210,5,5,very_unsat,little,actively_looking_into_it,STAY
zero,80949,54,58,883143,360,5,1,very_unsat,very_high,no,STAY
zero,38941,188,0,958027,234,12,14,very_unsat,little,considering,STAY
zero,50910,59,87,802296,323,5,1,very_unsat,little,considering,LEAVE
one,93124,195,81,724508,388,10,1,unsat,very_high,considering,STAY
zero,61581,55,0,361916,378,3,11,very_unsat,little,actively_looking_into_it,LEAVE
zero,96916,54,68,678440,255,3,2,very_sat,little,never_thought,STAY
zero,77625,270,23,482750,320,3,4,unsat,high,considering,LEAVE
zero,21105,33,20,794430,221,3,4,sat,little,considering,STAY
zero,140825,42,83,390993,596,3,2,very_sat,little,no,STAY
zero,123515,0,0,954895,599,0,12,sat,very_little,actively_looking_into_it,LEAVE
zero,56159,75,16,159547,360,5,4,very_sat,very_high,actively_looking_into_it,STAY
zero,47298,57,23,384501,142,20,1,very_sat,high,considering,STAY
zero,48619,233,0,217156,207,21,8,avg,little,considering,STAY
zero,37277,64,0,193613,212,5,8,very_unsat,little,actively_looking_into_it,STAY
one,115690,301,0,523206,680,23,11,unsat,little,considering,STAY
one,77506,273,51,814841,358,29,2,unsat,little,actively_looking_into_it,STAY
one,57066,0,17,399496,187,1,6,avg,little,considering,STAY
zero,109616,32,49,161231,505,5,2,very_unsat,very_high,never_thought,LEAVE
one,63505,62,86,375884,328,4,2,very_unsat,very_little,considering,LEAVE
zero,57294,0,11,280465,184,5,4,very_unsat,little,considering,STAY
zero,27592,64,8,777502,146,3,5,very_unsat,little,never_thought,STAY
one,150529,283,9,765336,534,11,5,very_unsat,very_little,never_thought,LEAVE
one,79325,0,0,254409,355,0,5,very_unsat,very_little,considering,STAY
zero,24374,249,30,689424,168,0,1,very_sat,little,perhaps,STAY
zero,31833,69,0,638455,218,5,9,avg,little,considering,STAY
zero,47623,51,86,867112,159,4,1,very_unsat,high,considering,STAY
zero,115097,56,0,510790,814,4,15,avg,little,considering,STAY
one,57137,0,22,226636,350,0,5,unsat,little,perhaps,STAY
zero,76451,0,9,708842,338,3,1,very_sat,very_little,never_thought,STAY
zero,22004,53,24,960358,170,3,4,very_unsat,very_little,actively_looking_into_it,STAY
one,71290,0,19,812139,285,0,6,avg,high,actively_looking_into_it,LEAVE
zero,134616,72,23,168729,833,5,4,very_unsat,high,no,STAY
one,118002,54,0,692355,691,1,10,very_unsat,very_little,considering,STAY
zero,152121,0,31,270204,136,12,1,very_unsat,very_little,considering,STAY
one,76996,0,0,262011,370,0,8,very_sat,very_little,actively_looking_into_it,STAY
zero,87127,77,0,708069,372,3,12,unsat,very_little,perhaps,LEAVE
one,138320,0,9,210539,449,1,4,very_unsat,little,never_thought,STAY
one,35278,152,84,555755,195,24,1,very_sat,little,considering,LEAVE
zero,52242,218,64,425518,336,24,2,unsat,very_high,considering,STAY
one,48276,52,0,925707,224,5,12,very_unsat,high,considering,STAY
zero,22489,0,63,282535,169,1,2,very_sat,avg,considering,STAY
zero,73079,0,12,191682,325,1,4,very_sat,little,considering,STAY
zero,42254,0,65,284282,168,1,2,sat,little,no,STAY
one,127392,198,0,196923,595,24,13,very_unsat,little,considering,LEAVE
one,116427,0,21,271154,548,0,4,avg,little,actively_looking_into_it,STAY
one,50778,0,27,241070,318,0,1,unsat,little,considering,STAY
zero,84521,47,13,374267,281,3,1,very_unsat,high,no,STAY
one,23572,168,21,429492,182,17,4,very_unsat,very_little,never_thought,LEAVE
one,87140,32,84,934359,350,23,2,very_sat,little,considering,STAY
zero,97385,187,16,916271,274,28,4,very_unsat,very_high,never_thought,STAY
zero,141976,42,0,262630,821,5,14,avg,very_little,never_thought,STAY
zero,144475,0,23,803460,583,1,6,very_sat,very_high,no,STAY
one,53132,0,0,985844,378,0,10,sat,little,no,STAY
zero,43120,0,0,867409,156,1,8,very_unsat,little,never_thought,STAY
one,25689,65,53,674403,153,3,2,very_sat,little,considering,STAY
one,86118,56,20,252785,384,15,4,very_unsat,very_high,considering,STAY
one,43454,44,78,489842,242,27,2,unsat,high,considering,LEAVE
one,151734,43,0,208772,875,0,11,very_sat,little,actively_looking_into_it,LEAVE
zero,20392,0,0,589705,167,26,10,very_sat,very_little,no,LEAVE
zero,107196,0,41,170217,881,0,5,sat,very_little,no,STAY
zero,74672,202,0,179964,373,24,15,avg,little,no,LEAVE
one,31587,0,65,651530,169,1,1,unsat,very_little,considering,STAY
zero,127712,88,65,166230,419,3,2,very_sat,little,actively_looking_into_it,STAY
one,119872,213,0,489379,465,13,13,unsat,very_little,considering,LEAVE
one,131585,231,30,974796,877,13,1,avg,very_little,never_thought,STAY
one,92796,208,74,254687,175,21,1,unsat,avg,no,LEAVE
zero,157647,187,0,692976,835,20,13,very_unsat,very_high,considering,STAY
one,131007,141,0,750416,753,18,10,very_sat,very_high,considering,STAY
zero,34915,190,50,508470,188,16,2,unsat,very_little,no,LEAVE
one,92649,0,0,332827,359,0,10,very_sat,high,considering,STAY
one,81972,54,0,845374,279,5,13,very_unsat,little,considering,STAY
zero,128516,86,50,834602,472,5,1,unsat,very_little,considering,STAY
zero,104063,190,0,622285,548,11,10,very_sat,little,considering,STAY
zero,59392,189,32,663994,368,5,1,very_sat,very_high,considering,STAY
zero,42788,0,47,595100,784,18,1,very_unsat,high,considering,STAY
zero,84675,0,13,591122,301,1,6,very_sat,little,no,STAY
one,87996,0,21,193588,371,1,5,unsat,very_little,actively_looking_into_it,STAY
zero,58392,75,0,293014,384,3,9,very_sat,little,considering,STAY
one,91738,0,83,165828,257,0,1,very_sat,little,never_thought,LEAVE
one,70611,0,5,509944,352,1,5,avg,very_high,considering,STAY
one,90977,48,0,922324,343,18,10,very_unsat,very_high,actively_looking_into_it,STAY
one,86997,81,38,853361,294,5,6,very_sat,very_little,considering,STAY
zero,72916,0,13,885028,322,0,4,avg,little,perhaps,STAY
one,39559,0,0,416439,165,0,15,very_sat,high,considering,STAY
one,62557,72,20,593420,305,5,6,very_unsat,very_high,no,STAY
zero,147960,0,65,163152,189,0,2,very_sat,avg,no,STAY
one,39959,50,0,987849,195,5,10,avg,little,never_thought,STAY
zero,118525,196,0,764825,731,14,15,very_unsat,little,considering,STAY
zero,47355,0,12,417153,232,1,5,unsat,very_high,never_thought,LEAVE
zero,32033,0,8,344347,224,1,4,very_unsat,avg,actively_looking_into_it,STAY
one,124779,0,22,575432,570,0,4,very_unsat,little,actively_looking_into_it,STAY
zero,158492,55,8,593822,813,4,6,unsat,little,never_thought,LEAVE
zero,62488,77,24,625717,278,5,9,very_unsat,very_high,considering,STAY
one,83945,0,0,714213,328,1,9,very_unsat,little,considering,STAY
one,74821,194,24,803064,440,1,5,very_sat,very_little,considering,STAY
zero,109471,77,0,717896,847,24,9,sat,little,considering,STAY
one,101890,42,82,211269,445,4,1,unsat,very_little,considering,LEAVE
one,23306,43,0,299688,237,5,5,very_unsat,little,considering,STAY
zero,71722,0,0,240392,293,1,9,unsat,very_little,considering,LEAVE
one,81770,0,0,532478,366,0,11,very_unsat,high,actively_looking_into_it,STAY
zero,149478,174,9,289734,789,12,6,unsat,little,never_thought,STAY
zero,23165,48,0,222670,312,20,13,very_unsat,very_high,perhaps,STAY
zero,126131,166,56,900037,768,23,1,unsat,little,no,LEAVE
one,89464,0,16,544821,316,1,6,very_sat,very_little,considering,STAY
zero,136977,65,0,405110,400,3,11,very_sat,very_little,actively_looking_into_it,LEAVE
one,68019,205,0,298263,274,25,13,avg,very_high,no,STAY
one,42388,70,12,988230,156,3,8,very_sat,very_little,considering,STAY
zero,83800,47,30,357546,390,4,1,very_unsat,very_little,considering,STAY
one,58027,0,0,304522,262,1,15,very_sat,high,never_thought,LEAVE
zero,65586,0,42,299621,397,0,2,avg,very_high,perhaps,STAY
zero,83335,203,0,980351,255,3,10,unsat,little,actively_looking_into_it,STAY
one,69586,225,19,730406,256,14,5,very_unsat,little,no,STAY
zero,41490,0,12,285596,193,1,6,very_sat,very_high,perhaps,STAY
zero,42705,192,0,319120,188,20,10,very_unsat,high,actively_looking_into_it,STAY
one,131327,52,5,209527,530,4,6,avg,very_little,considering,STAY
zero,27751,0,0,592411,160,4,15,avg,very_high,actively_looking_into_it,STAY
zero,68300,174,9,594281,151,16,4,sat,very_high,considering,STAY
one,73590,190,0,274473,393,13,14,unsat,high,considering,LEAVE
one,42678,0,9,195963,183,0,6,unsat,little,considering,STAY
zero,112761,212,0,227908,866,11,9,very_sat,very_little,actively_looking_into_it,LEAVE
one,156056,180,24,301173,875,28,4,very_sat,very_little,no,STAY
zero,40285,42,25,162815,257,5,2,very_sat,very_high,actively_looking_into_it,LEAVE
zero,36489,0,0,684182,179,1,9,very_sat,little,considering,STAY
zero,57426,156,8,749201,197,10,5,very_unsat,very_little,considering,STAY
one,69264,0,19,164046,355,1,5,very_unsat,high,considering,STAY
zero,52040,63,81,208228,276,5,2,sat,avg,considering,STAY
one,21472,69,77,899386,578,3,1,very_unsat,very_little,considering,STAY
one,27642,0,78,205431,247,1,1,sat,very_high,considering,LEAVE
zero,135202,28,0,884408,713,3,15,unsat,very_high,considering,STAY
zero,76227,195,0,552271,337,3,12,very_sat,very_high,considering,STAY
one,39209,64,20,850044,242,5,2,very_sat,little,considering,STAY
one,29114,92,6,645546,132,3,5,very_unsat,little,actively_looking_into_it,STAY
zero,25526,0,0,230674,223,0,14,sat,little,considering,STAY
zero,159451,179,5,596086,569,14,4,unsat,high,considering,LEAVE
zero,48427,80,88,356137,207,5,2,very_unsat,little,considering,STAY
zero,37783,0,10,168160,166,0,5,avg,high,actively_looking_into_it,STAY
one,128226,0,8,812326,164,1,4,very_unsat,very_little,considering,STAY
zero,69820,61,0,871199,280,3,8,very_sat,very_high,no,STAY
zero,63128,173,21,880866,399,18,5,very_sat,very_little,actively_looking_into_it,STAY
one,40182,79,0,678128,224,4,10,very_sat,little,considering,LEAVE
zero,143657,64,0,875606,867,3,10,very_unsat,avg,considering,STAY
zero,138283,247,9,840480,240,23,5,very_sat,avg,actively_looking_into_it,LEAVE
one,31496,150,16,695636,220,13,1,very_sat,high,no,STAY
one,59535,246,84,958893,378,24,2,very_unsat,very_little,considering,STAY
one,40482,0,69,676969,240,1,2,very_sat,little,considering,STAY
zero,24438,56,0,563453,201,4,9,very_unsat,high,considering,LEAVE
zero,29713,222,0,536210,138,16,12,very_unsat,very_high,considering,STAY
zero,93239,0,21,630612,264,1,5,sat,very_little,considering,STAY
zero,64239,53,86,168622,350,3,1,unsat,little,considering,STAY
zero,103802,58,0,946225,712,4,10,unsat,very_high,no,STAY
one,22850,46,19,216776,150,5,4,very_sat,little,actively_looking_into_it,STAY
zero,142024,209,73,675290,641,10,2,very_unsat,little,considering,STAY
zero,34649,220,0,275229,224,18,15,very_sat,little,actively_looking_into_it,LEAVE
zero,36083,155,78,872623,214,11,2,very_sat,avg,actively_looking_into_it,STAY
one,51525,178,29,679019,862,10,1,very_unsat,little,considering,STAY
one,50559,0,27,739294,265,1,1,avg,very_little,considering,STAY
zero,84136,250,0,449943,390,17,11,very_unsat,very_high,perhaps,STAY
one,83189,179,13,791403,275,26,4,avg,very_little,never_thought,STAY
one,60618,196,0,744690,340,13,15,avg,very_little,considering,STAY
zero,56765,56,73,269155,368,4,1,very_unsat,very_high,no,STAY
zero,106617,221,13,452229,576,29,6,unsat,very_high,considering,STAY
zero,23133,0,10,669662,188,0,5,unsat,little,actively_looking_into_it,STAY
one,36577,219,0,649873,145,23,12,very_unsat,high,considering,STAY
one,32488,226,0,903679,181,18,13,very_unsat,very_little,perhaps,STAY
one,44417,0,74,200972,203,0,2,unsat,high,no,STAY
one,130301,202,0,331995,898,3,14,very_sat,very_little,actively_looking_into_it,STAY
one,26241,231,74,227143,186,0,1,very_unsat,very_little,considering,LEAVE
one,71525,39,14,179763,310,4,5,unsat,very_high,considering,STAY
one,121599,243,7,259843,750,4,5,unsat,very_little,perhaps,STAY
zero,46016,86,0,378512,142,20,11,very_sat,very_high,perhaps,STAY
zero,46009,59,51,894443,201,4,2,very_unsat,little,no,STAY
one,24772,41,20,796318,133,3,5,very_unsat,avg,no,STAY
zero,44826,63,0,961459,233,4,8,very_sat,very_little,considering,STAY
one,81845,0,0,709106,281,0,6,very_sat,avg,considering,STAY
one,101777,0,12,970545,463,1,4,very_unsat,high,never_thought,STAY
zero,55732,39,49,668795,847,3,2,very_sat,very_high,actively_looking_into_it,STAY
one,133536,55,15,205527,469,0,5,very_unsat,avg,actively_looking_into_it,STAY
